,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2023-06-26,2,30,1,0,0
1,iot-air-quality,2023-06-26,1,0,0,1,1
2,iot-esp8266-relay-web-server,2023-06-26,0,0,0,1,1
3,istio-wasm-filter-golang,2023-06-26,1,0,0,1,1
4,kotlin-ktor,2023-06-26,7,0,0,1,1
5,kustomize-vs-helm,2023-06-26,4,39,2,1,1
6,ml-github,2023-06-26,1,0,0,2,2
7,ml-learning,2023-06-26,0,0,0,1,1
8,ocp-monitoring-golang,2023-06-26,1,0,0,1,1
9,pelorus-workshop,2023-06-26,0,0,0,1,1
10,REST-Services-MySQL,2023-06-26,0,15,1,0,0
11,service-mesh-workshop,2023-06-26,3,18,1,0,0
12,spring-cloud-ms1,2023-06-26,0,0,0,1,1
13,spring-kotlin-crud,2023-06-26,7,1,1,0,0
14,ta,2023-06-26,3,0,0,1,1
15,workshop-argocd,2023-06-26,0,25,1,35,10
16,workshop-tekton-argocd,2023-06-26,0,0,0,2,2
17,workshop-tekton-argocd-app-quarkus-config,2023-06-26,0,1,1,0,0
18,workshop-uca-aws-deploy,2023-06-26,0,0,0,1,1
19,spring-cloud,2023-06-26,0,0,0,1,1
20,dstrategies-frontend,2023-06-26,0,0,0,2,1
21,ocp-cluster-setup,2023-06-26,1,0,0,1,1
