,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2023-06-19,2,1,1,17,15
1,helm-spring-boot-chart,2023-06-19,1,5,1,0,0
2,ic-gradle,2023-06-19,0,0,0,1,1
3,iot-devices-crud,2023-06-19,0,0,0,17,15
4,istio-wasm-filter-golang,2023-06-19,1,6,1,0,0
5,licence-plate-workshop,2023-06-19,0,1,1,0,0
6,ml-github,2023-06-19,1,0,0,4,3
7,mqtt-golang-influxdb,2023-06-19,14,2,2,0,0
8,quarkus-kotlin-example,2023-06-19,2,6,1,0,0
9,spring-cloud-dataflow,2023-06-19,0,0,0,1,1
10,spring-cloud-ms1,2023-06-19,0,0,0,1,1
11,ta,2023-06-19,3,0,0,17,16
12,workshop-golang-grpc,2023-06-19,0,0,0,2,2
13,workshop-redhat-sso,2023-06-19,0,1,1,0,0
14,workshop-tekton-argocd,2023-06-19,0,2,1,1,1
15,workshop-tekton-argocd-app-quarkus,2023-06-19,0,0,0,1,1
16,workshop-tekton-argocd-app-quarkus-config,2023-06-19,0,0,0,1,1
17,spring-cloud-config,2023-06-19,0,0,0,1,1
18,ocp-cluster-setup,2023-06-19,1,20,1,1,1
19,redhat-workshop-deployment-strategies,2023-06-19,2,1,1,0,0
