,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,b0rr3g0-blog,2023-06-14,0,0,0,1,1
1,golang-gin-gonic,2023-06-14,0,1,1,0,0
2,golang-rest-api-cassandra,2023-06-14,2,6,2,60,49
3,ic-gradle,2023-06-14,0,0,0,1,1
4,istio-wasm-filter-golang,2023-06-14,1,1,1,1,1
5,jenkins-pipeline,2023-06-14,1,0,0,1,1
6,kops-aws,2023-06-14,4,0,0,1,1
7,kotlin-ktor,2023-06-14,7,11,2,1,1
8,ml-github,2023-06-14,1,0,0,3,2
9,quarkus-kafka,2023-06-14,1,2,2,1,1
10,semantic-versioning-cli,2023-06-14,4,0,0,1,1
11,workshop-amq-streams,2023-06-14,0,3,2,1,1
12,workshop-golang-grpc,2023-06-14,0,0,0,52,41
13,ocp-cluster-setup,2023-06-14,1,5,1,0,0
14,redhat-workshop-deployment-strategies,2023-06-14,2,1,1,0,0
