,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2023-06-02,2,1,1,0,0
1,kotlin-ktor,2023-06-02,7,18,1,0,0
2,kustomize-vs-helm,2023-06-02,4,1,1,0,0
3,licence-plate-workshop,2023-06-02,0,1,1,0,0
4,ml-github,2023-06-02,1,0,0,2,1
5,mqtt-golang-influxdb,2023-06-02,14,1,1,0,0
6,workshop-argo-rollouts-doc,2023-06-02,1,4,2,0,0
7,workshop-argo-rollouts-resources,2023-06-02,1,3,1,0,0
8,workshop-golang-grpc,2023-06-02,0,0,0,59,38
9,workshop-tekton-argocd,2023-06-02,0,7,2,0,0
10,workshop-tekton-argocd-app-quarkus,2023-06-02,0,2,2,1,1
11,workshop-tekton-argocd-app-quarkus-config,2023-06-02,0,2,2,0,0
