,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,ansible-bootstrap-workstation,2023-04-26,0,0,0,1,1
1,dbgjerez,2023-04-26,0,0,0,1,1
2,golang-rest-api-cassandra,2023-04-26,2,0,0,7,7
3,iot-devices-crud,2023-04-26,0,0,0,52,39
4,iot-esp8266-relay-web-server,2023-04-26,0,0,0,1,1
5,istio-wasm-filter-golang,2023-04-26,1,3,2,0,0
6,kotlin-ktor,2023-04-26,7,43,2,1,1
7,licence-plate-workshop,2023-04-26,0,2,1,0,0
8,mqtt-golang-influxdb,2023-04-26,14,0,0,17,17
9,REST-Services-MySQL,2023-04-26,0,11,1,0,0
10,service-mesh-workshop,2023-04-26,3,1,1,0,0
11,spring-kotlin-crud,2023-04-26,7,0,0,1,1
12,ta,2023-04-26,3,0,0,60,38
13,workshop-golang-grpc,2023-04-26,0,1,1,0,0
14,workshop-tekton-argocd,2023-04-26,0,2,1,0,0
15,workshop-tekton-argocd-app-quarkus,2023-04-26,0,1,1,0,0
