,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,ansible-bootstrap-workstation,2023-04-11,0,0,0,1,1
1,b0rr3g0-blog,2023-04-11,0,0,0,1,1
2,istio-wasm-filter-golang,2023-04-11,0,5,3,0,0
3,kotlin-ktor,2023-04-11,7,8,2,0,0
4,kustomize-vs-helm,2023-04-11,4,25,1,0,0
5,ml-github,2023-04-11,1,1,1,4,3
6,pelorus-workshop,2023-04-11,0,1,1,0,0
7,quarkus-kafka,2023-04-11,1,0,0,1,1
8,service-mesh-workshop,2023-04-11,3,0,0,2,2
9,workshop-amq-streams,2023-04-11,0,21,1,12,7
10,workshop-tekton-argocd,2023-04-11,0,9,1,10,6
11,workshop-tekton-argocd-app-quarkus,2023-04-11,0,0,0,1,1
12,workshop-tekton-argocd-app-quarkus-config,2023-04-11,0,1,1,3,2
