,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-k8s-helm-helloworld,2023-04-03,2,1,1,0,0
1,golang-rest-api-cassandra,2023-04-03,2,0,0,63,48
2,kops-aws,2023-04-03,4,2,1,0,0
3,kotlin-ktor,2023-04-03,7,14,2,0,0
4,kustomize-vs-helm,2023-04-03,4,2,1,0,0
5,ml-github,2023-04-03,1,1,1,3,2
6,quarkus-kafka,2023-04-03,1,32,1,1,1
7,semantic-versioning-cli,2023-04-03,4,0,0,1,1
8,service-mesh-workshop,2023-04-03,3,2,1,0,0
9,workshop-amq-streams,2023-04-03,0,6,2,0,0
10,workshop-golang-grpc,2023-04-03,0,0,0,60,38
11,workshop-tekton,2023-04-03,0,0,0,12,5
12,spring-cloud,2023-04-03,0,0,0,1,1
13,redhat-workshop-deployment-strategies,2023-04-03,1,3,1,0,0
