,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2023-04-12,2,16,1,0,0
1,iot-devices-crud,2023-04-12,0,1,1,0,0
2,istio-wasm-filter-golang,2023-04-12,0,2,2,0,0
3,kotlin-ktor,2023-04-12,7,6,2,0,0
4,ml-github,2023-04-12,1,0,0,2,1
5,mqtt-golang-influxdb,2023-04-12,14,2,1,0,0
6,ms-helm-chart,2023-04-12,1,3,1,0,0
7,quarkus-kotlin-example,2023-04-12,2,1,1,0,0
8,spring-kotlin-crud,2023-04-12,7,1,1,0,0
9,workshop-amq-streams,2023-04-12,0,2,1,14,6
10,workshop-argo-rollouts-doc,2023-04-12,1,1,1,0,0
11,workshop-tekton-argocd,2023-04-12,0,0,0,22,5
12,workshop-tekton-argocd-app-quarkus,2023-04-12,0,0,0,2,2
13,workshop-tekton-argocd-app-quarkus-config,2023-04-12,0,0,0,3,3
14,licence-plate-workshop,2023-04-12,0,6,1,0,0
