,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,b0rr3g0-blog,2023-04-02,0,0,0,1,1
1,gingonic-go-mongodb,2023-04-02,0,0,0,1,1
2,golang-rest-api-cassandra,2023-04-02,2,4,1,60,44
3,iot-devices-crud,2023-04-02,0,0,0,17,13
4,jenkins-pipeline,2023-04-02,1,0,0,1,1
5,ml-github,2023-04-02,1,0,0,5,3
6,mqtt-golang-influxdb,2023-04-02,14,0,0,2,1
7,service-mesh-wasm-go,2023-04-02,0,0,0,1,1
8,workshop-amq-streams,2023-04-02,0,1,1,0,0
9,workshop-golang-grpc,2023-04-02,0,0,0,17,15
10,workshop-tekton-argocd,2023-04-02,0,1,1,0,0
