,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-gin-gonic,2023-04-28,0,0,0,1,1
1,golang-rest-api-cassandra,2023-04-28,2,0,0,119,65
2,iot-devices-crud,2023-04-28,0,8,1,60,29
3,istio-wasm-filter-golang,2023-04-28,1,6,3,0,0
4,jwt,2023-04-28,1,0,0,1,1
5,kops-aws,2023-04-28,4,0,0,1,1
6,kotlin-ktor,2023-04-28,7,9,2,1,1
7,ml-github,2023-04-28,1,0,0,3,2
8,mqtt-golang-influxdb,2023-04-28,14,0,0,59,31
9,service-mesh-workshop,2023-04-28,3,5,1,0,0
10,ta,2023-04-28,3,0,0,63,33
11,workshop-golang-grpc,2023-04-28,0,1,1,120,52
12,workshop-keda,2023-04-28,0,7,1,4,3
13,licence-plate-workshop,2023-04-28,0,2,1,0,0
