,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2023-04-23,2,2,1,118,59
1,iot-devices-crud,2023-04-23,0,0,0,59,33
2,iot-esp8266-dht11,2023-04-23,0,0,0,1,1
3,istio-wasm-filter-golang,2023-04-23,1,3,2,0,0
4,kotlin-ktor,2023-04-23,7,23,3,0,0
5,ml-github,2023-04-23,1,0,0,3,2
6,mqtt-golang-influxdb,2023-04-23,14,0,0,17,16
7,quarkus-kotlin-example,2023-04-23,2,28,1,0,0
8,REST-Services-MySQL,2023-04-23,0,1,1,0,0
9,service-mesh-workshop,2023-04-23,3,1,1,1,1
10,ta,2023-04-23,3,0,0,57,30
11,workshop-amq-streams,2023-04-23,0,0,0,1,1
12,workshop-golang-grpc,2023-04-23,0,0,0,59,35
13,workshop-uca-aws-deploy,2023-04-23,0,0,0,1,1
