,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2023-04-05,2,5,1,25,19
1,iot-devices-crud,2023-04-05,0,0,0,1,1
2,jenkins-pipeline,2023-04-05,1,10,1,0,0
3,kotlin-ktor,2023-04-05,7,7,2,0,0
4,ml-github,2023-04-05,1,0,0,6,3
5,mqtt-golang-influxdb,2023-04-05,14,29,2,133,80
6,ocp-logging,2023-04-05,1,1,1,0,0
7,quarkus-kafka,2023-04-05,1,13,1,1,1
8,workshop-golang-grpc,2023-04-05,0,0,0,22,14
9,workshop-tekton-argocd,2023-04-05,0,26,1,17,12
10,workshop-tekton-argocd-app-quarkus,2023-04-05,0,4,1,5,4
11,workshop-tekton-argocd-app-quarkus-config,2023-04-05,0,2,1,1,1
