,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-k8s-helm-helloworld,2023-04-25,2,0,0,1,1
1,golang-rest-api-cassandra,2023-04-25,2,7,2,0,0
2,iot-esp8266-irrigation-system,2023-04-25,0,0,0,1,1
3,istio-wasm-filter-golang,2023-04-25,1,10,2,0,0
4,kotlin-ktor,2023-04-25,7,10,1,0,0
5,ml-learning,2023-04-25,0,0,0,1,1
6,mqtt-golang-influxdb,2023-04-25,14,0,0,59,36
7,quarkus-kotlin-example,2023-04-25,2,14,2,0,0
8,service-mesh-workshop,2023-04-25,3,1,1,0,0
9,spring-cloud-ms1,2023-04-25,0,0,0,1,1
10,ta,2023-04-25,3,0,0,58,29
11,workshop-tekton-argocd,2023-04-25,0,1,1,0,0
12,redhat-workshop-deployment-strategies,2023-04-25,2,2,1,0,0
