,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2023-04-19,2,8,1,13,12
1,iot-devices-crud,2023-04-19,0,0,0,6,6
2,iot-esp8266-irrigation-system,2023-04-19,0,3,1,0,0
3,istio-wasm-filter-golang,2023-04-19,1,1,1,0,0
4,jenkins-pipeline,2023-04-19,1,3,1,0,0
5,jwt,2023-04-19,1,1,1,0,0
6,kotlin-ktor,2023-04-19,7,52,2,0,0
7,ml-github,2023-04-19,1,0,0,3,2
8,mqtt-golang-influxdb,2023-04-19,14,3,2,59,41
9,service-mesh-workshop,2023-04-19,3,15,2,0,0
10,ta,2023-04-19,3,0,0,59,32
11,workshop-tekton-argocd,2023-04-19,0,1,1,0,0
12,licence-plate-workshop,2023-04-19,0,1,1,0,0
13,dstrategies-app-deployment,2023-04-19,0,1,1,0,0
14,redhat-workshop-deployment-strategies,2023-04-19,2,1,1,0,0
