,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,iot-k8s-stack,2023-03-20,1,0,0,1,1
1,istio-wasm-filter-golang,2023-03-20,0,3,2,1,1
2,kotlin-ktor,2023-03-20,7,16,2,1,1
3,ml-github,2023-03-20,1,3,1,3,2
4,ocp-logging,2023-03-20,1,1,1,0,0
5,ocp-monitoring-golang,2023-03-20,1,2,1,0,0
6,quarkus-kafka,2023-03-20,1,7,1,0,0
7,service-mesh-workshop,2023-03-20,3,8,2,0,0
8,spring-cloud-ms1,2023-03-20,0,0,0,2,1
9,ta,2023-03-20,3,1,1,20,17
10,workshop-amq-streams,2023-03-20,0,47,2,11,5
11,workshop-golang-grpc,2023-03-20,0,0,0,38,29
12,workshop-service-mesh-doc,2023-03-20,0,38,2,2,2
13,workshop-tekton,2023-03-20,0,0,0,1,1
