,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,amq-streams-workshop,2023-03-27,0,16,1,2,2
1,gingonic-go-mongodb,2023-03-27,0,1,1,0,0
2,golang-azure-eventhub,2023-03-27,0,0,0,1,1
3,golang-k8s-helm-helloworld,2023-03-27,2,0,0,1,1
4,golang-rest-api-cassandra,2023-03-27,2,0,0,59,40
5,kotlin-ktor,2023-03-27,7,37,2,1,1
6,kustomize-vs-helm,2023-03-27,4,0,0,1,1
7,ml-github,2023-03-27,1,1,1,4,3
8,quarkus-kafka,2023-03-27,1,33,1,5,4
9,quarkus-kotlin-example,2023-03-27,2,5,2,0,0
10,service-mesh-workshop,2023-03-27,3,6,1,2,2
11,ta,2023-03-27,3,0,0,2,2
12,workshop-amq-streams,2023-03-27,0,76,1,1,1
13,workshop-golang-grpc,2023-03-27,0,0,0,17,16
