,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,b0rr3g0-blog,2023-03-31,0,0,0,1,1
1,golang-k8s-helm-helloworld,2023-03-31,2,0,0,1,1
2,golang-rest-api-cassandra,2023-03-31,2,23,1,54,35
3,iot-devices-crud,2023-03-31,0,0,0,55,39
4,kotlin-ktor,2023-03-31,7,27,5,0,0
5,kustomize-vs-helm,2023-03-31,4,2,1,0,0
6,ml-github,2023-03-31,1,1,1,1,1
7,quarkus-kafka,2023-03-31,1,2,1,0,0
8,quarkus-kotlin-example,2023-03-31,2,6,1,0,0
9,semantic-versioning-cli,2023-03-31,4,1,1,0,0
10,service-mesh-workshop,2023-03-31,3,18,3,4,1
11,ta,2023-03-31,3,0,0,1,1
12,workshop-amq-streams,2023-03-31,0,27,2,0,0
13,workshop-golang-grpc,2023-03-31,0,0,0,110,61
14,ocp-cluster-setup,2023-03-31,1,0,0,1,1
