,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,b0rr3g0-blog,2023-03-06,0,0,0,1,1
1,golang-azure-eventhub-kafka,2023-03-06,0,0,0,1,1
2,golang-k8s-helm-helloworld,2023-03-06,2,0,0,1,1
3,golang-rest-api-cassandra,2023-03-06,2,0,0,1,1
4,iot-air-quality,2023-03-06,1,0,0,1,1
5,iot-devices-crud,2023-03-06,0,0,0,11,10
6,iot-k8s-stack,2023-03-06,1,0,0,1,1
7,kotlin-ktor,2023-03-06,7,5,1,0,0
8,kustomize-vs-helm,2023-03-06,4,1,1,0,0
9,ml-github,2023-03-06,1,2,1,2,2
10,mqtt-golang-influxdb,2023-03-06,13,0,0,44,36
11,ocp-HTPasswd-file-provider,2023-03-06,0,1,1,0,0
12,ocp-monitoring-golang,2023-03-06,1,2,1,1,1
13,quarkus-kotlin-example,2023-03-06,2,0,0,1,1
14,REST-Services-MySQL,2023-03-06,0,0,0,1,1
15,service-mesh-workshop,2023-03-06,3,2,1,2,2
16,spring-boot-grafana,2023-03-06,0,0,0,1,1
17,spring-cloud-eureka,2023-03-06,0,0,0,1,1
18,spring-cloud-ms1,2023-03-06,0,0,0,2,1
19,spring-data-mongodb,2023-03-06,0,0,0,1,1
20,spring-kotlin-crud,2023-03-06,6,1,1,0,0
21,uca-workshop-docker,2023-03-06,0,0,0,1,1
22,workshop-amq-streams,2023-03-06,0,0,0,1,1
23,workshop-golang-grpc,2023-03-06,0,1,1,69,43
24,ocp-cluster-setup,2023-03-06,1,4,1,0,0
