,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-k8s-helm-helloworld,2023-03-03,2,7,1,0,0
1,golang-rest-api-cassandra,2023-03-03,2,0,0,1,1
2,influxdb-telegraf-grafana,2023-03-03,0,0,0,1,1
3,jenkins-ci,2023-03-03,3,0,0,1,1
4,kops-aws,2023-03-03,4,0,0,1,1
5,kotlin-ktor,2023-03-03,7,1,1,0,0
6,mqtt-golang-influxdb,2023-03-03,13,2,2,0,0
7,quarkus-kotlin-example,2023-03-03,2,4,1,0,0
8,REST-Services-MySQL,2023-03-03,0,0,0,2,2
9,service-mesh-workshop,2023-03-03,3,0,0,1,1
10,workshop-golang-grpc,2023-03-03,0,0,0,103,70
11,dstrategies-app-deployment,2023-03-03,0,1,1,0,0
12,redhat-workshop-deployment-strategies,2023-03-03,1,13,2,5,3
13,ProyectoEncuesta,2023-03-03,0,0,0,1,1
