,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,ansible-bootstrap-workstation,2023-03-02,0,0,0,2,1
1,iot-esp8266-irrigation-system,2023-03-02,0,0,0,2,1
2,jenkins-pipeline,2023-03-02,1,5,1,2,1
3,kotlin-ktor,2023-03-02,7,11,1,2,1
4,ml-github,2023-03-02,1,0,0,2,1
5,ms-helm-chart,2023-03-02,1,0,0,1,1
6,quarkus-kotlin-example,2023-03-02,2,1,1,2,1
7,semantic-versioning-cli,2023-03-02,4,0,0,1,1
8,service-mesh-wasm-go,2023-03-02,0,0,0,2,1
9,spring-boot-grafana,2023-03-02,0,0,0,2,1
10,spring-cloud-eureka,2023-03-02,0,0,0,2,1
11,spring-kotlin-crud,2023-03-02,6,1,1,0,0
12,uca-workshop-docker,2023-03-02,0,0,0,2,1
13,workshop-golang-grpc,2023-03-02,0,0,0,43,36
