,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,amq-streams-workshop,2023-03-23,0,4,2,0,0
1,cd-travis-app,2023-03-23,0,0,0,1,1
2,golang-azure-eventhub-kafka,2023-03-23,0,0,0,1,1
3,golang-k8s-helm-helloworld,2023-03-23,2,1,1,0,0
4,golang-rest-api-cassandra,2023-03-23,2,0,0,1,1
5,influx-telegraf-chronograf,2023-03-23,0,0,0,2,2
6,istio-wasm-filter-golang,2023-03-23,0,8,5,0,0
7,jwt,2023-03-23,1,0,0,1,1
8,kustomize-vs-helm,2023-03-23,4,6,1,6,5
9,ml-github,2023-03-23,1,4,1,3,2
10,quarkus-kafka,2023-03-23,1,64,2,0,0
11,REST-Services-MySQL,2023-03-23,0,5,1,0,0
12,service-mesh-workshop,2023-03-23,3,2,2,0,0
13,spring-cloud-ms1,2023-03-23,0,0,0,4,1
14,workshop-amq-streams,2023-03-23,0,98,3,24,8
15,workshop-golang-grpc,2023-03-23,0,0,0,247,116
