,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2023-03-17,2,6,1,0,0
1,helm-spring-boot-chart,2023-03-17,1,0,0,2,2
2,iot-devices-crud,2023-03-17,0,1,1,0,0
3,iot-esp8266-dht11,2023-03-17,0,1,1,0,0
4,istio-wasm-filter-golang,2023-03-17,0,5,1,1,1
5,jwt,2023-03-17,1,0,0,1,1
6,kotlin-ktor,2023-03-17,7,19,1,1,1
7,ml-github,2023-03-17,1,1,1,3,2
8,mqtt-golang-influxdb,2023-03-17,14,0,0,1,1
9,ocp-logging,2023-03-17,1,2,1,0,0
10,semantic-versioning-cli,2023-03-17,4,2,1,0,0
11,service-mesh-workshop,2023-03-17,3,6,1,0,0
12,spring-cloud-eureka,2023-03-17,0,0,0,1,1
13,workshop-amq-streams,2023-03-17,0,10,1,5,5
14,workshop-golang-grpc,2023-03-17,0,0,0,29,25
15,workshop-tekton,2023-03-17,0,6,1,0,0
16,redhat-workshop-deployment-strategies,2023-03-17,1,9,1,0,0
