,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,asciidoc-base,2023-03-11,0,0,0,1,1
1,b0rr3g0-blog,2023-03-11,0,0,0,1,1
2,cd-travis-app,2023-03-11,0,6,1,0,0
3,golang-rest-api-cassandra,2023-03-11,2,0,0,24,20
4,helm-spring-boot-chart,2023-03-11,1,0,0,1,1
5,influx-telegraf-chronograf,2023-03-11,0,0,0,1,1
6,iot-air-quality,2023-03-11,1,0,0,1,1
7,iot-devices-crud,2023-03-11,0,0,0,12,10
8,jwt,2023-03-11,1,1,1,0,0
9,kotlin-ktor,2023-03-11,7,0,0,1,1
10,ml-github,2023-03-11,1,11,1,6,3
11,ml-learning,2023-03-11,0,1,1,0,0
12,mqtt-golang-influxdb,2023-03-11,14,0,0,14,10
13,ocp-logging,2023-03-11,1,8,4,0,0
14,service-mesh-workshop,2023-03-11,3,2,1,0,0
15,spring-cloud-ms1,2023-03-11,0,0,0,3,2
16,spring-data-mongodb,2023-03-11,0,1,1,0,0
17,spring-kotlin-crud,2023-03-11,6,1,1,1,1
18,ta,2023-03-11,3,0,0,12,9
19,workshop-amq-streams,2023-03-11,0,2,1,0,0
20,workshop-argo-rollouts-doc,2023-03-11,1,2,1,0,0
21,workshop-golang-grpc,2023-03-11,0,2,1,24,22
22,dstrategies-app-deployment,2023-03-11,0,0,0,1,1
23,redhat-workshop-deployment-strategies,2023-03-11,1,1,1,0,0
