,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,amq-streams-workshop,2024-03-08,0,0,0,1,1
1,golang-azure-eventhub,2024-03-08,0,0,0,1,1
2,golang-k8s-helm-helloworld,2024-03-08,2,0,0,1,1
3,ic-gradle,2024-03-08,0,0,0,1,1
4,kustomize-vs-helm,2024-03-08,4,0,0,1,1
5,ml-github,2024-03-08,1,0,0,2,2
6,mqtt-golang-influxdb,2024-03-08,15,11,2,0,0
7,ocp-logging,2024-03-08,1,0,0,1,1
8,spring-boot-grafana,2024-03-08,0,0,0,1,1
9,spring-cloud-eureka,2024-03-08,0,0,0,1,1
10,terraform-ansible-aws,2024-03-08,0,0,0,1,1
11,workshop-cdc,2024-03-08,4,127,1,1,1
12,workshop-keda,2024-03-08,1,0,0,1,1
13,workshop-redhat-sso,2024-03-08,0,1,1,0,0
14,workshop-tekton-argocd-app-quarkus-config,2024-03-08,0,0,0,1,1
15,dstrategies-app-deployment,2024-03-08,0,1,1,0,0
16,ocp-cluster-setup,2024-03-08,1,1,1,1,1
17,redhat-workshop-deployment-strategies,2024-03-08,2,0,0,1,1
