,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2024-03-11,1,26,2,0,0
1,gingonic-go-mongodb,2024-03-11,0,0,0,1,1
2,golang-azure-eventhub-kafka,2024-03-11,0,0,0,1,1
3,iot-esp8266-irrigation-system,2024-03-11,0,0,0,1,1
4,istio-wasm-filter-golang,2024-03-11,1,3,1,0,0
5,kotlin-ktor,2024-03-11,7,0,0,1,1
6,ml-github,2024-03-11,1,0,0,2,2
7,mqtt-golang-influxdb,2024-03-11,15,46,1,0,0
8,ocp-logging,2024-03-11,1,1,1,0,0
9,quarkus-kotlin-example,2024-03-11,2,4,1,0,0
10,spring-cloud-ms2,2024-03-11,0,0,0,1,1
11,terraform-ansible-aws,2024-03-11,0,0,0,1,1
12,workshop-cdc,2024-03-11,4,60,1,1,1
