,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2024-03-10,1,0,0,1,1
1,cd-travis-app,2024-03-10,0,0,0,1,1
2,gingonic-go-mongodb,2024-03-10,0,1,1,1,1
3,influx-telegraf-chronograf,2024-03-10,0,0,0,1,1
4,iot-esp8266-dht11,2024-03-10,0,0,0,1,1
5,kops-aws,2024-03-10,4,0,0,1,1
6,kotlin-ktor,2024-03-10,7,1,1,0,0
7,ml-github,2024-03-10,1,0,0,2,2
8,ml-learning,2024-03-10,0,0,0,1,1
9,quarkus-kafka,2024-03-10,1,0,0,1,1
10,quarkus-kotlin-example,2024-03-10,2,2,1,0,0
11,service-mesh-wasm-go,2024-03-10,0,0,0,1,1
12,workshop-golang-grpc,2024-03-10,0,0,0,1,1
13,workshop-tekton-argocd,2024-03-10,0,0,0,1,1
14,spring-cloud,2024-03-10,0,0,0,1,1
15,ProyectoEncuesta,2024-03-10,0,0,0,1,1
