,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-azure-eventhub-kafka,2024-03-07,0,0,0,1,1
1,helm-spring-boot-chart,2024-03-07,1,0,0,1,1
2,iot-esp8266-relay-web-server,2024-03-07,0,0,0,1,1
3,istio-wasm-filter-golang,2024-03-07,1,3,1,2,2
4,jenkins-ci,2024-03-07,3,0,0,1,1
5,jenkins-pipeline,2024-03-07,1,0,0,1,1
6,kotlin-ktor,2024-03-07,7,0,0,1,1
7,ms-helm-chart,2024-03-07,1,0,0,1,1
8,semantic-versioning-cli,2024-03-07,5,0,0,1,1
9,spring-cloud-dataflow,2024-03-07,0,0,0,1,1
10,ta,2024-03-07,3,0,0,1,1
11,workshop-golang-grpc,2024-03-07,0,0,0,1,1
12,workshop-tekton-argocd,2024-03-07,0,0,0,1,1
13,workshop-tekton-argocd-app-quarkus,2024-03-07,0,0,0,1,1
14,workshop-uca-aws-deploy,2024-03-07,0,0,0,1,1
15,dstrategies-frontend,2024-03-07,0,1,1,1,1
