,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,ansible-bootstrap-workstation,2024-03-09,0,0,0,1,1
1,asciidoc-base,2024-03-09,0,0,0,1,1
2,gingonic-go-mongodb,2024-03-09,0,15,1,0,0
3,golang-k8s-helm-helloworld,2024-03-09,2,0,0,1,1
4,golang-rest-api-cassandra,2024-03-09,2,0,0,1,1
5,influxdb-telegraf-grafana,2024-03-09,0,0,0,1,1
6,iot-devices-crud,2024-03-09,0,0,0,2,2
7,iot-k8s-stack,2024-03-09,1,0,0,1,1
8,jwt,2024-03-09,1,0,0,1,1
9,kotlin-ktor,2024-03-09,7,1,1,0,0
10,library,2024-03-09,0,0,0,1,1
11,mqtt-golang-influxdb,2024-03-09,15,0,0,2,2
12,ocp-HTPasswd-file-provider,2024-03-09,0,0,0,1,1
13,pelorus-workshop,2024-03-09,0,0,0,1,1
14,quarkus-kafka,2024-03-09,1,0,0,1,1
15,quarkus-kotlin-example,2024-03-09,2,2,1,0,0
16,semantic-versioning-cli,2024-03-09,5,0,0,3,3
17,service-mesh-workshop,2024-03-09,3,0,0,1,1
18,spring-kotlin-crud,2024-03-09,7,0,0,1,1
19,workshop-amq-streams,2024-03-09,1,0,0,1,1
20,workshop-golang-grpc,2024-03-09,0,0,0,1,1
