,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-k8s-helm-helloworld,2023-08-30,2,0,0,1,1
1,golang-rest-api-cassandra,2023-08-30,2,2,1,0,0
2,iot-k8s-stack,2023-08-30,1,0,0,2,1
3,kops-aws,2023-08-30,4,0,0,2,1
4,kotlin-ktor,2023-08-30,8,36,1,0,0
5,kustomize-vs-helm,2023-08-30,4,0,0,1,1
6,library,2023-08-30,0,0,0,2,1
7,ml-github,2023-08-30,1,0,0,4,3
8,ml-learning,2023-08-30,0,0,0,2,1
9,mqtt-golang-influxdb,2023-08-30,15,75,1,0,0
10,quarkus-kafka,2023-08-30,1,0,0,1,1
11,service-mesh-workshop,2023-08-30,3,1,1,0,0
12,spring-kotlin-crud,2023-08-30,7,0,0,2,1
13,workshop-amq-streams,2023-08-30,0,4,1,0,0
14,workshop-tekton-argocd,2023-08-30,0,0,0,1,1
15,ocp-cluster-setup,2023-08-30,1,0,0,1,1
