,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,amq-streams-workshop,2023-08-09,0,3,1,12,6
1,cd-travis-app,2023-08-09,0,0,0,1,1
2,dbgjerez,2023-08-09,0,0,0,2,1
3,golang-k8s-helm-helloworld,2023-08-09,2,1,1,0,0
4,iot-k8s-stack,2023-08-09,1,0,0,2,1
5,istio-wasm-filter-golang,2023-08-09,1,1,1,0,0
6,jenkins-pipeline,2023-08-09,1,0,0,1,1
7,kotlin-ktor,2023-08-09,8,7,1,1,1
8,mqtt-golang-influxdb,2023-08-09,15,11,3,0,0
9,ms-helm-chart,2023-08-09,1,0,0,2,1
10,quarkus-kotlin-example,2023-08-09,2,1,1,0,0
11,semantic-versioning-cli,2023-08-09,4,0,0,2,1
12,spring-data-mongodb,2023-08-09,0,0,0,2,1
13,ta,2023-08-09,3,0,0,2,2
14,workshop-keda,2023-08-09,0,1,1,0,0
