,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,b0rr3g0-blog,2023-08-07,0,0,0,1,1
1,golang-rest-api-cassandra,2023-08-07,2,0,0,2,2
2,iot-devices-crud,2023-08-07,0,0,0,14,11
3,iot-esp8266-dht11,2023-08-07,0,0,0,2,1
4,jenkins-pipeline,2023-08-07,1,8,1,2,2
5,kops-aws,2023-08-07,4,0,0,2,1
6,ml-github,2023-08-07,1,0,0,1,1
7,mqtt-golang-influxdb,2023-08-07,15,12,1,0,0
8,quarkus-kotlin-example,2023-08-07,2,0,0,1,1
9,spring-cloud-eureka,2023-08-07,0,0,0,1,1
10,uca-workshop-docker,2023-08-07,0,0,0,5,5
11,workshop-amq-streams,2023-08-07,0,0,0,1,1
12,workshop-tekton-argocd,2023-08-07,0,0,0,9,8
13,ocp-cluster-setup,2023-08-07,1,6,1,3,3
14,redhat-workshop-deployment-strategies,2023-08-07,2,11,1,0,0
