,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,cd-travis-app,2023-08-28,0,0,0,1,1
1,golang-azure-eventhub,2023-08-28,0,0,0,1,1
2,golang-azure-eventhub-kafka,2023-08-28,0,0,0,1,1
3,golang-gin-gonic,2023-08-28,0,0,0,1,1
4,golang-k8s-helm-helloworld,2023-08-28,2,0,0,1,1
5,golang-rest-api-cassandra,2023-08-28,2,2,1,1,1
6,helm-spring-boot-chart,2023-08-28,1,0,0,1,1
7,iot-esp8266-dht11,2023-08-28,0,2,1,0,0
8,iot-esp8266-relay-web-server,2023-08-28,0,0,0,2,2
9,istio-wasm-filter-golang,2023-08-28,1,4,1,0,0
10,jenkins-ci,2023-08-28,3,0,0,1,1
11,jenkins-pipeline,2023-08-28,1,0,0,1,1
12,jwt,2023-08-28,1,0,0,1,1
13,kops-aws,2023-08-28,4,0,0,2,1
14,library,2023-08-28,0,0,0,1,1
15,ml-github,2023-08-28,1,0,0,1,1
16,mqtt-golang-influxdb,2023-08-28,15,0,0,1,1
17,quarkus-kafka,2023-08-28,1,0,0,1,1
18,quarkus-kotlin-example,2023-08-28,2,11,2,1,1
19,semantic-versioning-cli,2023-08-28,4,0,0,1,1
20,service-mesh-workshop,2023-08-28,3,9,2,0,0
21,spring-cloud-eureka,2023-08-28,0,0,0,1,1
22,terraform-ansible-aws,2023-08-28,0,0,0,1,1
23,workshop-keda,2023-08-28,0,0,0,1,1
24,workshop-tekton-argocd,2023-08-28,0,0,0,1,1
25,ocp-cluster-setup,2023-08-28,1,0,0,1,1
