,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,gingonic-go-mongodb,2023-09-11,0,0,0,2,1
1,golang-gin-gonic,2023-09-11,0,0,0,2,1
2,golang-rest-api-cassandra,2023-09-11,2,2,1,0,0
3,iot-esp8266-irrigation-system,2023-09-11,0,0,0,1,1
4,iot-k8s-stack,2023-09-11,1,0,0,1,1
5,istio-wasm-filter-golang,2023-09-11,1,6,1,0,0
6,kops-aws,2023-09-11,4,0,0,1,1
7,kotlin-ktor,2023-09-11,8,1,1,0,0
8,ml-github,2023-09-11,1,0,0,109,3
9,mqtt-golang-influxdb,2023-09-11,15,1,1,0,0
10,quarkus-kotlin-example,2023-09-11,2,0,0,2,1
11,workshop-redhat-sso,2023-09-11,0,0,0,1,1
12,dstrategies-back,2023-09-11,0,1,1,0,0
