,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,dbgjerez,2023-09-20,0,0,0,2,1
1,helm-spring-boot-chart,2023-09-20,1,0,0,2,1
2,istio-wasm-filter-golang,2023-09-20,1,1,1,0,0
3,kotlin-ktor,2023-09-20,8,42,2,0,0
4,library,2023-09-20,0,0,0,2,1
5,ml-github,2023-09-20,1,0,0,2,2
6,mqtt-golang-influxdb,2023-09-20,15,1,1,0,0
7,terraform-ansible-aws,2023-09-20,0,0,0,2,1
8,workshop-keda,2023-09-20,0,16,1,0,0
9,workshop-uca-aws-deploy,2023-09-20,0,0,0,2,1
10,redhat-workshop-deployment-strategies,2023-09-20,2,5,1,0,0
11,ProyectoEncuesta,2023-09-20,0,0,0,2,1
