,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-k8s-helm-helloworld,2023-09-19,2,6,1,0,0
1,golang-rest-api-cassandra,2023-09-19,2,0,0,2,1
2,jenkins-ci,2023-09-19,3,0,0,2,1
3,kotlin-ktor,2023-09-19,8,70,4,0,0
4,ml-github,2023-09-19,1,0,0,3,3
5,mqtt-golang-influxdb,2023-09-19,15,1,1,0,0
6,ocp-monitoring-golang,2023-09-19,1,1,1,0,0
7,spring-boot-grafana,2023-09-19,0,0,0,2,1
8,spring-cloud-dataflow,2023-09-19,0,0,0,2,1
9,spring-cloud-eureka,2023-09-19,0,0,0,2,1
10,spring-data-mongodb,2023-09-19,0,0,0,2,1
11,workshop-keda,2023-09-19,0,19,3,0,0
12,dstrategies-app-deployment,2023-09-19,0,0,0,1,1
