,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-gin-gonic,2023-09-27,0,0,0,1,1
1,istio-wasm-filter-golang,2023-09-27,1,9,2,0,0
2,kotlin-ktor,2023-09-27,8,74,3,0,0
3,ml-github,2023-09-27,1,0,0,3,3
4,mqtt-golang-influxdb,2023-09-27,15,13,1,0,0
5,pelorus-workshop,2023-09-27,0,0,0,2,1
6,semantic-versioning-cli,2023-09-27,4,0,0,1,1
7,spring-cloud-ms1,2023-09-27,0,0,0,2,1
8,spring-cloud,2023-09-27,0,0,0,2,1
9,redhat-workshop-deployment-strategies,2023-09-27,2,0,0,1,1
