,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,ansible-bootstrap-workstation,2023-09-14,0,0,0,2,1
1,b0rr3g0-blog,2023-09-14,0,1,1,0,0
2,golang-azure-eventhub,2023-09-14,0,0,0,1,1
3,golang-azure-eventhub-kafka,2023-09-14,0,0,0,1,1
4,golang-k8s-helm-helloworld,2023-09-14,2,0,0,1,1
5,golang-rest-api-cassandra,2023-09-14,2,0,0,1,1
6,iot-esp8266-dht11,2023-09-14,0,0,0,1,1
7,jenkins-pipeline,2023-09-14,1,0,0,1,1
8,kops-aws,2023-09-14,4,0,0,1,1
9,kotlin-ktor,2023-09-14,8,2,1,2,2
10,mqtt-golang-influxdb,2023-09-14,15,0,0,2,2
11,quarkus-kafka,2023-09-14,1,1,1,0,0
12,semantic-versioning-cli,2023-09-14,4,0,0,1,1
13,ta,2023-09-14,3,0,0,1,1
14,terraform-ansible-aws,2023-09-14,0,0,0,1,1
15,workshop-amq-streams,2023-09-14,0,18,1,0,0
16,ocp-cluster-setup,2023-09-14,1,0,0,1,1
