,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,amq-streams-workshop,2022-08-05,0,0,0,1,1
1,asciidoc-base,2022-08-05,0,0,0,1,1
2,b0rr3g0-blog,2022-08-05,0,48,2,1,1
3,dbgjerez,2022-08-05,0,0,0,1,1
4,golang-k8s-helm-helloworld,2022-08-05,2,1,1,0,0
5,golang-rest-api-cassandra,2022-08-05,2,3,1,76,33
6,ic-gradle,2022-08-05,0,1,1,0,0
7,iot-devices-crud,2022-08-05,0,0,0,66,29
8,istio-wasm-filter-golang,2022-08-05,0,5,3,1,1
9,jwt,2022-08-05,1,0,0,1,1
10,kotlin-ktor,2022-08-05,6,34,2,0,0
11,ml-github,2022-08-05,1,2,1,5,4
12,mqtt-golang-influxdb,2022-08-05,11,0,0,60,24
13,ocp-HTPasswd-file-provider,2022-08-05,0,0,0,1,1
14,quarkus-kafka,2022-08-05,0,0,0,1,1
15,quarkus-kotlin-example,2022-08-05,2,10,1,0,0
16,REST-Services-MySQL,2022-08-05,0,0,0,1,1
17,spring-kotlin-crud,2022-08-05,6,6,1,0,0
18,ta,2022-08-05,3,0,0,60,33
19,workshop-uca-aws-deploy,2022-08-05,0,0,0,1,1
