,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2022-08-03,2,0,0,45,29
1,istio-wasm-filter-golang,2022-08-03,0,2,1,0,0
2,kafka-gitops,2022-08-03,0,0,0,1,1
3,kotlin-ktor,2022-08-03,5,9,1,0,0
4,kubernetes-helm-operator,2022-08-03,0,0,0,1,1
5,ml-github,2022-08-03,1,8,1,5,4
6,ml-learning,2022-08-03,0,0,0,1,1
7,ocp-monitoring-golang,2022-08-03,1,0,0,1,1
8,pelorus-workshop,2022-08-03,0,0,0,1,1
9,service-mesh-wasm-go,2022-08-03,0,0,0,1,1
10,ta,2022-08-03,3,9,1,0,0
