,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2024-02-08,1,7,1,1,1
1,gingonic-go-mongodb,2024-02-08,0,0,0,1,1
2,golang-k8s-helm-helloworld,2024-02-08,2,6,1,0,0
3,golang-rest-api-cassandra,2024-02-08,2,4,1,0,0
4,helm-spring-boot-chart,2024-02-08,1,0,0,1,1
5,iot-devices-crud,2024-02-08,0,0,0,1,1
6,jwt,2024-02-08,1,0,0,1,1
7,kotlin-ktor,2024-02-08,7,8,1,0,0
8,ms-helm-chart,2024-02-08,1,0,0,1,1
9,ocp-logging,2024-02-08,1,1,1,0,0
10,semantic-versioning-cli,2024-02-08,4,0,0,1,1
11,service-mesh-workshop,2024-02-08,3,1,1,0,0
12,spring-kotlin-crud,2024-02-08,7,55,1,0,0
13,workshop-cdc,2024-02-08,4,0,0,1,1
14,workshop-golang-grpc,2024-02-08,0,0,0,1,1
15,workshop-redhat-sso,2024-02-08,0,0,0,1,1
