,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2024-02-21,1,0,0,1,1
1,ansible-bootstrap-workstation,2024-02-21,0,0,0,1,1
2,helm-spring-boot-chart,2024-02-21,1,8,1,1,1
3,iot-esp8266-dht11,2024-02-21,0,2,2,0,0
4,istio-wasm-filter-golang,2024-02-21,1,4,2,1,1
5,kotlin-ktor,2024-02-21,7,20,2,0,0
6,ml-github,2024-02-21,1,0,0,1,1
7,ml-learning,2024-02-21,0,0,0,1,1
8,quarkus-kotlin-example,2024-02-21,2,4,1,0,0
9,semantic-versioning-cli,2024-02-21,5,0,0,1,1
10,ta,2024-02-21,3,0,0,1,1
11,workshop-cdc,2024-02-21,4,0,0,1,1
