,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,asciidoc-base,2023-10-10,0,0,0,2,1
1,gingonic-go-mongodb,2023-10-10,0,0,0,2,1
2,golang-k8s-helm-helloworld,2023-10-10,2,0,0,6,1
3,golang-rest-api-cassandra,2023-10-10,2,0,0,3,2
4,helm-spring-boot-chart,2023-10-10,1,1,1,2,1
5,ic-gradle,2023-10-10,0,0,0,2,1
6,influxdb-telegraf-grafana,2023-10-10,0,0,0,2,1
7,iot-air-quality,2023-10-10,1,0,0,2,1
8,iot-esp8266-irrigation-system,2023-10-10,0,0,0,2,1
9,iot-esp8266-relay-web-server,2023-10-10,0,0,0,2,1
10,jenkins-pipeline,2023-10-10,1,9,1,0,0
11,jwt,2023-10-10,1,0,0,2,1
12,kops-aws,2023-10-10,4,0,0,2,1
13,kustomize-vs-helm,2023-10-10,4,0,0,2,1
14,ml-github,2023-10-10,1,0,0,2,1
15,ml-learning,2023-10-10,0,0,0,2,1
16,mqtt-golang-influxdb,2023-10-10,16,1,1,4,2
17,ocp-HTPasswd-file-provider,2023-10-10,0,0,0,1,1
18,pelorus-workshop,2023-10-10,0,0,0,2,1
19,quarkus-kafka,2023-10-10,1,0,0,2,1
20,quarkus-kotlin-example,2023-10-10,2,15,2,3,2
21,semantic-versioning-cli,2023-10-10,4,0,0,1,1
22,service-mesh-wasm-go,2023-10-10,0,0,0,2,1
23,spring-boot-grafana,2023-10-10,0,0,0,2,1
24,spring-cloud-dataflow,2023-10-10,0,0,0,2,1
25,spring-cloud-ms1,2023-10-10,0,0,0,3,2
26,spring-cloud-ms2,2023-10-10,0,0,0,2,1
27,terraform-ansible-aws,2023-10-10,0,0,0,2,1
28,uca-workshop-docker,2023-10-10,0,1,1,2,1
29,workshop-amq-streams,2023-10-10,1,1,1,4,2
30,workshop-argocd,2023-10-10,0,0,0,2,1
31,workshop-cdc,2023-10-10,0,46,4,2,2
32,workshop-keda,2023-10-10,0,0,0,10,5
33,workshop-redhat-sso,2023-10-10,0,0,0,2,1
34,workshop-tekton-argocd,2023-10-10,0,0,0,4,2
35,workshop-tekton-argocd-app-quarkus-config,2023-10-10,0,0,0,2,1
