,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,cd-travis-app,2023-10-11,0,0,0,1,1
1,golang-azure-eventhub-kafka,2023-10-11,0,0,0,1,1
2,golang-gin-gonic,2023-10-11,0,0,0,1,1
3,golang-rest-api-cassandra,2023-10-11,2,0,0,2,1
4,helm-spring-boot-chart,2023-10-11,1,0,0,1,1
5,ic-gradle,2023-10-11,0,0,0,1,1
6,influx-telegraf-chronograf,2023-10-11,0,0,0,1,1
7,influxdb-telegraf-grafana,2023-10-11,0,0,0,1,1
8,iot-air-quality,2023-10-11,1,0,0,1,1
9,jenkins-ci,2023-10-11,3,0,0,1,1
10,jenkins-pipeline,2023-10-11,1,0,0,1,1
11,jwt,2023-10-11,1,0,0,1,1
12,kotlin-ktor,2023-10-11,8,69,2,4,3
13,library,2023-10-11,0,0,0,1,1
14,ml-github,2023-10-11,1,0,0,3,2
15,quarkus-kotlin-example,2023-10-11,2,0,0,1,1
16,REST-Services-MySQL,2023-10-11,0,0,0,1,1
17,spring-boot-grafana,2023-10-11,0,0,0,1,1
18,spring-cloud-dataflow,2023-10-11,0,0,0,1,1
19,spring-cloud-eureka,2023-10-11,0,0,0,1,1
20,spring-cloud-ms1,2023-10-11,0,0,0,2,1
21,spring-cloud-ms2,2023-10-11,0,0,0,2,1
22,spring-data-mongodb,2023-10-11,0,0,0,1,1
23,spring-kotlin-crud,2023-10-11,7,0,0,1,1
24,terraform-ansible-aws,2023-10-11,0,0,0,1,1
25,uca-workshop-docker,2023-10-11,0,0,0,1,1
26,workshop-cdc,2023-10-11,0,121,2,5,3
27,workshop-keda,2023-10-11,0,4,1,1,1
28,workshop-uca-aws-deploy,2023-10-11,0,0,0,1,1
