,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-k8s-helm-helloworld,2023-10-27,2,0,0,1,1
1,golang-rest-api-cassandra,2023-10-27,2,0,0,1,1
2,jenkins-ci,2023-10-27,3,0,0,2,1
3,kops-aws,2023-10-27,4,0,0,1,1
4,kotlin-ktor,2023-10-27,8,2,1,0,0
5,kustomize-vs-helm,2023-10-27,4,0,0,1,1
6,ml-github,2023-10-27,1,3,1,0,0
7,mqtt-golang-influxdb,2023-10-27,16,2,1,0,0
8,REST-Services-MySQL,2023-10-27,0,0,0,1,1
9,service-mesh-workshop,2023-10-27,3,0,0,1,1
10,spring-kotlin-crud,2023-10-27,7,12,1,0,0
11,workshop-cdc,2023-10-27,0,101,4,1,1
12,workshop-golang-grpc,2023-10-27,0,0,0,1,1
