,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,b0rr3g0-blog,2023-10-13,0,0,0,1,1
1,helm-spring-boot-chart,2023-10-13,1,0,0,1,1
2,ic-gradle,2023-10-13,0,0,0,1,1
3,influx-telegraf-chronograf,2023-10-13,0,0,0,1,1
4,iot-air-quality,2023-10-13,1,0,0,1,1
5,jenkins-ci,2023-10-13,3,0,0,1,1
6,jenkins-pipeline,2023-10-13,1,13,1,0,0
7,kotlin-ktor,2023-10-13,8,1,1,0,0
8,mqtt-golang-influxdb,2023-10-13,16,17,1,0,0
9,service-mesh-workshop,2023-10-13,3,0,0,1,1
10,workshop-argocd,2023-10-13,0,0,0,1,1
11,workshop-cdc,2023-10-13,0,2,1,0,0
12,ocp-cluster-setup,2023-10-13,1,1,1,0,0
