,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,amq-streams-workshop,2023-10-12,0,0,0,1,1
1,istio-wasm-filter-golang,2023-10-12,1,4,2,1,1
2,jenkins-ci,2023-10-12,3,0,0,1,1
3,mqtt-golang-influxdb,2023-10-12,16,46,1,0,0
4,ms-helm-chart,2023-10-12,1,0,0,1,1
5,ocp-logging,2023-10-12,1,0,0,1,1
6,quarkus-kotlin-example,2023-10-12,2,0,0,1,1
7,spring-cloud-ms1,2023-10-12,0,0,0,1,1
8,spring-cloud-ms2,2023-10-12,0,0,0,3,3
9,workshop-argo-rollouts-resources,2023-10-12,1,0,0,1,1
10,spring-cloud,2023-10-12,0,0,0,1,1
11,dstrategies-back,2023-10-12,0,0,0,1,1
12,dstrategies-frontend,2023-10-12,0,0,0,1,1
13,ocp-cluster-setup,2023-10-12,1,0,0,1,1
