,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2022-11-11,2,16,8,0,0
1,iot-devices-crud,2022-11-11,0,1,1,0,0
2,iot-k8s-stack,2022-11-11,1,0,0,1,1
3,jwt,2022-11-11,1,0,0,2,1
4,kops-aws,2022-11-11,4,0,0,1,1
5,kotlin-ktor,2022-11-11,6,3,1,1,1
6,mqtt-golang-influxdb,2022-11-11,13,2,1,1,1
7,ms-config-server,2022-11-11,0,0,0,1,1
8,ocp-monitoring-golang,2022-11-11,1,0,0,1,1
9,pelorus-workshop,2022-11-11,0,0,0,1,1
10,service-mesh-workshop,2022-11-11,2,2,1,2,1
11,ProyectoEncuesta,2022-11-11,0,0,0,1,1
