,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-k8s-helm-helloworld,2022-11-19,2,0,0,1,1
1,golang-rest-api-cassandra,2022-11-19,2,0,0,71,43
2,iot-devices-crud,2022-11-19,0,0,0,18,14
3,istio-wasm-filter-golang,2022-11-19,0,1,1,1,1
4,kotlin-ktor,2022-11-19,7,1,1,0,0
5,kustomize-vs-helm,2022-11-19,4,1,1,0,0
6,ml-github,2022-11-19,1,0,0,4,3
7,mqtt-golang-influxdb,2022-11-19,13,18,1,21,19
8,poc-k8s-ambassador,2022-11-19,0,0,0,1,1
9,semantic-versioning-cli,2022-11-19,1,16,3,1,1
10,spring-cloud-ms2,2022-11-19,0,0,0,1,1
11,ta,2022-11-19,3,0,0,18,14
