,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,iot-devices-crud,2022-11-18,0,1,1,0,0
1,kotlin-ktor,2022-11-18,7,42,3,0,0
2,kubernetes-helm-operator,2022-11-18,0,0,0,1,1
3,kubernetes-pipeline-plugin,2022-11-18,0,0,0,1,1
4,ml-github,2022-11-18,1,0,0,2,1
5,mqtt-golang-influxdb,2022-11-18,13,1,1,1,1
6,quarkus-kotlin-example,2022-11-18,2,1,1,0,0
7,semantic-versioning-cli,2022-11-18,1,15,8,1,1
8,spring-cloud-ms1,2022-11-18,0,0,0,1,1
9,spring-cloud-ms2,2022-11-18,0,0,0,1,1
10,spring-data-mongodb,2022-11-18,0,0,0,1,1
11,ProyectoEncuesta,2022-11-18,0,0,0,1,1
