,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2022-11-09,2,22,3,1,1
1,iot-esp8266-relay-web-server,2022-11-09,0,0,0,1,1
2,jenkins-pipeline,2022-11-09,1,13,1,0,0
3,kops-aws,2022-11-09,4,0,0,2,2
4,kotlin-ktor,2022-11-09,6,15,3,2,2
5,kustomize-vs-helm,2022-11-09,4,0,0,2,2
6,mqtt-golang-influxdb,2022-11-09,13,0,0,4,4
7,ms-helm-chart,2022-11-09,1,0,0,4,4
8,quarkus-kotlin-example,2022-11-09,2,17,1,0,0
9,spring-kotlin-crud,2022-11-09,6,0,0,2,2
10,ta,2022-11-09,3,0,0,2,2
