,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,b0rr3g0-blog,2022-11-07,0,1,1,0,0
1,dbgjerez,2022-11-07,0,0,0,1,1
2,golang-k8s-helm-helloworld,2022-11-07,2,2,1,1,1
3,golang-rest-api-cassandra,2022-11-07,2,2,1,0,0
4,istio-wasm-filter-golang,2022-11-07,0,1,1,0,0
5,jenkins-pipeline,2022-11-07,1,3,1,0,0
6,jwt,2022-11-07,1,3,1,0,0
7,kotlin-ktor,2022-11-07,7,19,1,0,0
8,ml-github,2022-11-07,1,1,1,0,0
9,ocp-monitoring-golang,2022-11-07,1,1,1,0,0
10,spring-cloud-ms1,2022-11-07,0,0,0,1,1
11,ta,2022-11-07,3,1,1,0,0
