,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,amq-streams-workshop,2022-10-10,0,7,1,0,0
1,ansible-bootstrap-workstation,2022-10-10,0,0,0,1,1
2,iot-devices-crud,2022-10-10,0,4,1,0,0
3,istio-wasm-filter-golang,2022-10-10,0,1,1,0,0
4,kustomize-vs-helm,2022-10-10,4,28,1,0,0
5,ml-github,2022-10-10,1,0,0,3,2
6,mqtt-golang-influxdb,2022-10-10,12,26,1,0,0
7,quarkus-kotlin-example,2022-10-10,2,1,1,0,0
8,service-mesh-workshop,2022-10-10,1,0,0,1,1
9,spring-kotlin-crud,2022-10-10,6,6,1,0,0
10,ta,2022-10-10,3,10,1,0,0
