,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,dbgjerez,2023-01-06,0,0,0,2,1
1,gingonic-go-mongodb,2023-01-06,0,17,1,1,1
2,golang-azure-eventhub,2023-01-06,0,0,0,1,1
3,golang-azure-eventhub-kafka,2023-01-06,0,0,0,2,1
4,golang-rest-api-cassandra,2023-01-06,2,0,0,59,38
5,influx-telegraf-chronograf,2023-01-06,0,0,0,2,1
6,iot-esp8266-dht11,2023-01-06,0,0,0,1,1
7,iot-esp8266-irrigation-system,2023-01-06,0,0,0,1,1
8,iot-esp8266-relay-web-server,2023-01-06,0,0,0,1,1
9,istio,2023-01-06,0,0,0,4,2
10,istio-wasm-filter-golang,2023-01-06,0,2,1,0,0
11,kotlin-ktor,2023-01-06,7,10,2,1,1
12,ml-github,2023-01-06,1,0,0,1,1
13,mqtt-golang-influxdb,2023-01-06,13,1,1,1,1
14,ocp-HTPasswd-file-provider,2023-01-06,0,0,0,1,1
15,petclinic-config,2023-01-06,0,0,0,2,1
16,service-mesh-workshop,2023-01-06,2,5,1,0,0
17,spring-boot-elk,2023-01-06,0,0,0,2,1
18,spring-cloud-ms2,2023-01-06,0,0,0,2,1
19,ta,2023-01-06,3,8,1,0,0
20,terraform-ansible-aws,2023-01-06,0,0,0,2,1
21,dstrategies-app-deployment,2023-01-06,0,0,0,1,1
22,ProyectoEncuesta,2023-01-06,0,0,0,2,1
