,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,clover,2023-01-05,0,0,0,2,1
1,dbgjerez,2023-01-05,0,0,0,2,1
2,gingonic-go-mongodb,2023-01-05,0,3,1,6,6
3,github-traffic,2023-01-05,0,0,0,2,1
4,golang-rest-api-cassandra,2023-01-05,2,0,0,41,34
5,helm-spring-boot-chart,2023-01-05,1,0,0,4,2
6,influx-telegraf-chronograf,2023-01-05,0,0,0,2,1
7,iot-devices-crud,2023-01-05,0,1,1,0,0
8,istio-wasm-filter-golang,2023-01-05,0,4,2,0,0
9,kotlin-ktor,2023-01-05,7,0,0,1,1
10,kubernetes-helm-operator,2023-01-05,0,0,0,2,1
11,ml-github,2023-01-05,1,1,1,2,1
12,mqtt-golang-influxdb,2023-01-05,13,5,3,0,0
13,poc-k8s-ambassador,2023-01-05,0,0,0,2,1
14,quarkus-kotlin-example,2023-01-05,2,2,1,0,0
15,semantic-versioning-cli,2023-01-05,2,11,1,0,0
16,service-mesh-workshop,2023-01-05,2,19,1,1,1
17,spring-cloud-ms1,2023-01-05,0,0,0,2,1
18,spring-cloud-ms2,2023-01-05,0,0,0,2,1
19,dstrategies-app-deployment,2023-01-05,0,8,3,0,0
20,dstrategies-frontend,2023-01-05,0,9,1,2,1
21,ocp-cluster-setup,2023-01-05,1,7,2,2,1
22,redhat-workshop-deployment-strategies,2023-01-05,0,1,1,0,0
