,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,amq-streams-workshop,2023-01-23,0,1,1,0,0
1,golang-k8s-helm-helloworld,2023-01-23,2,17,1,0,0
2,golang-rest-api-cassandra,2023-01-23,2,0,0,27,23
3,iot-devices-crud,2023-01-23,0,0,0,27,23
4,redhat-workshop-base,2023-01-23,0,16,1,6,3
5,service-mesh-workshop,2023-01-23,2,0,0,1,1
6,spring-cloud-ms1,2023-01-23,0,0,0,1,1
7,ta,2023-01-23,3,0,0,27,27
8,workshop-argo-rollouts-doc,2023-01-23,1,217,2,79,23
9,workshop-argo-rollouts-resources,2023-01-23,1,9,1,33,9
10,dstrategies-app-deployment,2023-01-23,0,10,1,0,0
11,redhat-workshop-deployment-strategies,2023-01-23,0,46,1,12,6
