,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,amq-streams-workshop,2023-01-03,0,0,0,2,1
1,ansible-bootstrap-workstation,2023-01-03,0,0,0,4,2
2,asciidoc-base,2023-01-03,0,0,0,4,2
3,b0rr3g0-blog,2023-01-03,0,0,0,2,1
4,cd-travis-app,2023-01-03,0,0,0,2,1
5,golang-azure-eventhub,2023-01-03,0,0,0,2,1
6,golang-gin-gonic,2023-01-03,0,0,0,2,1
7,golang-rest-api-cassandra,2023-01-03,2,1,1,2,1
8,ic-gradle,2023-01-03,0,0,0,2,1
9,influxdb-telegraf-grafana,2023-01-03,0,0,0,6,3
10,iot-devices-crud,2023-01-03,0,0,0,4,2
11,iot-esp8266-irrigation-system,2023-01-03,0,0,0,2,1
12,iot-esp8266-relay-web-server,2023-01-03,0,0,0,2,1
13,iot-k8s-stack,2023-01-03,1,0,0,2,1
14,istio-wasm-filter-golang,2023-01-03,0,1,1,0,0
15,jenkins-pipeline,2023-01-03,1,0,0,4,2
16,jwt,2023-01-03,1,0,0,2,1
17,kafka-gitops,2023-01-03,0,0,0,4,2
18,kops-aws,2023-01-03,4,0,0,4,2
19,kotlin-ktor,2023-01-03,7,27,2,4,2
20,kubernetes-golang-operator,2023-01-03,0,0,0,2,1
21,ml-github,2023-01-03,1,0,0,2,1
22,ml-learning,2023-01-03,0,0,0,2,1
23,mqtt-golang-influxdb,2023-01-03,13,0,0,7,4
24,ms-config-server,2023-01-03,0,0,0,2,1
25,semantic-versioning-cli,2023-01-03,2,0,0,4,2
26,service-mesh-wasm-go,2023-01-03,0,0,0,6,3
27,service-mesh-workshop,2023-01-03,2,0,0,4,2
28,spring-cloud-dataflow,2023-01-03,0,0,0,2,1
29,spring-cloud-ms2,2023-01-03,0,0,0,2,1
30,ta,2023-01-03,3,0,0,4,2
31,workshop-uca-aws-deploy,2023-01-03,0,0,0,2,1
32,spring-cloud,2023-01-03,0,0,0,2,1
33,spring-cloud-config,2023-01-03,0,0,0,2,1
34,dstrategies-app-deployment,2023-01-03,0,54,5,8,5
35,dstrategies-back,2023-01-03,0,0,0,2,1
36,ocp-cluster-setup,2023-01-03,1,11,3,9,5
37,redhat-workshop-deployment-strategies,2023-01-03,0,3,2,2,1
