,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-azure-eventhub,2023-01-04,0,0,0,4,2
1,golang-k8s-helm-helloworld,2023-01-04,2,0,0,4,2
2,golang-rest-api-cassandra,2023-01-04,2,0,0,2,1
3,ic-gradle,2023-01-04,0,0,0,4,2
4,iot-air-quality,2023-01-04,1,0,0,4,2
5,iot-esp8266-dht11,2023-01-04,0,0,0,2,1
6,iot-esp8266-irrigation-system,2023-01-04,0,0,0,2,1
7,iot-k8s-stack,2023-01-04,1,0,0,2,1
8,istio-wasm-filter-golang,2023-01-04,0,0,0,2,1
9,jenkins-ci,2023-01-04,3,0,0,2,1
10,kubernetes-golang-operator,2023-01-04,0,0,0,4,2
11,kustomize-vs-helm,2023-01-04,4,0,0,4,2
12,library,2023-01-04,0,0,0,2,1
13,ms-config-server,2023-01-04,0,0,0,4,2
14,ms-helm-chart,2023-01-04,1,0,0,4,2
15,ocp-HTPasswd-file-provider,2023-01-04,0,0,0,2,1
16,ocp-monitoring-golang,2023-01-04,1,0,0,4,2
17,pelorus-workshop,2023-01-04,0,0,0,2,1
18,quarkus-kafka,2023-01-04,0,0,0,3,2
19,quarkus-kotlin-example,2023-01-04,2,0,0,2,1
20,REST-Services-MySQL,2023-01-04,0,0,0,2,1
21,semantic-versioning-cli,2023-01-04,2,0,0,2,2
22,service-mesh-workshop,2023-01-04,2,0,0,1,1
23,spring-boot-grafana,2023-01-04,0,0,0,2,1
24,spring-cloud-dataflow,2023-01-04,0,0,0,4,2
25,spring-cloud-eureka,2023-01-04,0,0,0,2,1
26,spring-cloud-ms1,2023-01-04,0,0,0,4,2
27,spring-data-mongodb,2023-01-04,0,0,0,4,2
28,spring-kotlin-crud,2023-01-04,6,0,0,4,2
29,uca-workshop-docker,2023-01-04,0,0,0,2,1
30,workshop-uca-aws-deploy,2023-01-04,0,0,0,4,2
31,spring-cloud-config,2023-01-04,0,0,0,4,2
32,dstrategies-app-deployment,2023-01-04,0,1,1,0,0
33,redhat-workshop-deployment-strategies,2023-01-04,0,0,0,5,3
