,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2024-05-02,1,23,2,0,0
1,golang-azure-eventhub,2024-05-02,0,0,0,2,1
2,golang-azure-eventhub-kafka,2024-05-02,0,0,0,2,1
3,golang-k8s-helm-helloworld,2024-05-02,2,51,1,0,0
4,golang-rest-api-cassandra,2024-05-02,2,0,0,2,1
5,ic-gradle,2024-05-02,0,0,0,1,1
6,iot-air-quality,2024-05-02,1,0,0,1,1
7,istio-wasm-filter-golang,2024-05-02,1,0,0,1,1
8,kotlin-ktor,2024-05-02,7,16,1,0,0
9,ml-github,2024-05-02,1,0,0,2,2
10,mqtt-golang-influxdb,2024-05-02,17,4,3,0,0
11,ocp-logging,2024-05-02,1,1,1,0,0
12,quarkus-kafka,2024-05-02,1,0,0,1,1
13,quarkus-kotlin-example,2024-05-02,2,43,3,1,1
14,semantic-versioning-cli,2024-05-02,5,30,2,0,0
15,spring-cloud-eureka,2024-05-02,0,0,0,1,1
16,spring-kotlin-crud,2024-05-02,7,0,0,1,1
17,uca-workshop-docker,2024-05-02,0,0,0,1,1
18,workshop-amq-streams,2024-05-02,1,0,0,1,1
19,workshop-cdc,2024-05-02,4,0,0,1,1
