,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,b0rr3g0-blog,2023-12-09,0,0,0,1,1
1,cd-travis-app,2023-12-09,0,0,0,1,1
2,golang-gin-gonic,2023-12-09,0,0,0,1,1
3,golang-k8s-helm-helloworld,2023-12-09,2,0,0,1,1
4,golang-rest-api-cassandra,2023-12-09,2,0,0,3,3
5,helm-spring-boot-chart,2023-12-09,1,0,0,1,1
6,ic-gradle,2023-12-09,0,0,0,1,1
7,iot-devices-crud,2023-12-09,0,0,0,1,1
8,iot-esp8266-relay-web-server,2023-12-09,0,0,0,1,1
9,jenkins-ci,2023-12-09,3,0,0,1,1
10,jenkins-pipeline,2023-12-09,1,0,0,1,1
11,jwt,2023-12-09,1,0,0,1,1
12,kotlin-ktor,2023-12-09,8,7,1,1,1
13,library,2023-12-09,0,0,0,1,1
14,mqtt-golang-influxdb,2023-12-09,16,0,0,1,1
15,ocp-logging,2023-12-09,1,0,0,1,1
16,quarkus-kotlin-example,2023-12-09,2,0,0,1,1
17,semantic-versioning-cli,2023-12-09,4,0,0,1,1
18,service-mesh-workshop,2023-12-09,3,0,0,1,1
19,spring-cloud-eureka,2023-12-09,0,0,0,1,1
20,spring-cloud-ms1,2023-12-09,0,0,0,1,1
21,ta,2023-12-09,3,0,0,1,1
22,uca-workshop-docker,2023-12-09,0,0,0,1,1
23,workshop-amq-streams,2023-12-09,1,0,0,1,1
24,workshop-argo-rollouts-doc,2023-12-09,1,0,0,1,1
25,workshop-argo-rollouts-resources,2023-12-09,1,0,0,1,1
26,workshop-keda,2023-12-09,1,0,0,1,1
27,workshop-tekton-argocd,2023-12-09,0,0,0,2,2
28,spring-cloud-config,2023-12-09,0,0,0,1,1
29,dstrategies-app-deployment,2023-12-09,0,0,0,2,2
30,ocp-cluster-setup,2023-12-09,1,0,0,1,1
