,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2023-12-11,0,18,3,1,1
1,iot-devices-crud,2023-12-11,0,1,1,0,0
2,jenkins-ci,2023-12-11,3,0,0,1,1
3,ml-github,2023-12-11,1,0,0,3,2
4,mqtt-golang-influxdb,2023-12-11,16,1,1,0,0
5,ocp-logging,2023-12-11,1,1,1,0,0
6,quarkus-kafka,2023-12-11,1,1,1,1,1
7,spring-cloud-ms2,2023-12-11,0,0,0,1,1
8,workshop-cdc,2023-12-11,3,9,2,1,1
9,workshop-rhbk,2023-12-11,0,2,1,2,1
10,workshop-tekton-argocd-app-quarkus,2023-12-11,0,0,0,1,1
