,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2023-12-25,0,1,1,1,1
1,golang-rest-api-cassandra,2023-12-25,2,1,1,0,0
2,jenkins-pipeline,2023-12-25,1,0,0,1,1
3,ml-github,2023-12-25,1,0,0,1,1
4,semantic-versioning-cli,2023-12-25,4,0,0,1,1
5,spring-boot-grafana,2023-12-25,0,0,0,1,1
6,workshop-amq-streams,2023-12-25,1,0,0,1,1
7,workshop-cdc,2023-12-25,3,1,1,0,0
8,workshop-rhbk,2023-12-25,0,8,1,0,0
9,workshop-tekton-argocd,2023-12-25,0,0,0,1,1
10,ProyectoEncuesta,2023-12-25,0,0,0,1,1
