,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2023-12-19,0,26,4,2,2
1,golang-k8s-helm-helloworld,2023-12-19,2,2,2,0,0
2,jenkins-pipeline,2023-12-19,1,0,0,1,1
3,kops-aws,2023-12-19,4,2,2,0,0
4,kotlin-ktor,2023-12-19,8,36,2,0,0
5,kustomize-vs-helm,2023-12-19,4,0,0,1,1
6,mqtt-golang-influxdb,2023-12-19,16,27,1,1,1
7,service-mesh-workshop,2023-12-19,3,1,1,0,0
8,workshop-cdc,2023-12-19,3,10,4,0,0
9,workshop-keda,2023-12-19,1,1,1,0,0
10,workshop-rhbk,2023-12-19,0,0,0,6,4
11,dstrategies-frontend,2023-12-19,0,1,1,0,0
