,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,amq-streams-workshop,2023-12-30,0,0,0,2,1
1,b0rr3g0-blog,2023-12-30,0,0,0,2,1
2,gingonic-go-mongodb,2023-12-30,0,0,0,2,1
3,golang-gin-gonic,2023-12-30,0,0,0,2,1
4,helm-spring-boot-chart,2023-12-30,1,0,0,2,1
5,iot-air-quality,2023-12-30,1,0,0,3,2
6,iot-esp8266-relay-web-server,2023-12-30,0,0,0,2,1
7,jenkins-pipeline,2023-12-30,1,0,0,2,1
8,kotlin-ktor,2023-12-30,8,1,1,3,2
9,ml-github,2023-12-30,1,0,0,3,2
10,mqtt-golang-influxdb,2023-12-30,16,0,0,3,2
11,ocp-monitoring-golang,2023-12-30,1,0,0,2,1
12,service-mesh-workshop,2023-12-30,3,0,0,2,1
13,spring-cloud-ms1,2023-12-30,0,0,0,4,2
14,spring-cloud-ms2,2023-12-30,0,0,0,2,1
15,ta,2023-12-30,3,0,0,2,1
16,workshop-amq-streams,2023-12-30,1,0,0,2,1
17,workshop-argo-rollouts-resources,2023-12-30,1,0,0,2,1
18,workshop-argocd,2023-12-30,0,0,0,2,1
19,workshop-cdc,2023-12-30,3,0,0,2,1
20,workshop-golang-grpc,2023-12-30,0,0,0,2,1
21,workshop-rhbk,2023-12-30,0,16,1,0,0
22,workshop-tekton-argocd,2023-12-30,0,0,0,2,1
23,spring-cloud-config,2023-12-30,0,0,0,2,1
24,dstrategies-app-deployment,2023-12-30,0,0,0,2,1
