,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2023-12-10,0,1,1,0,0
1,iot-air-quality,2023-12-10,1,0,0,1,1
2,istio-wasm-filter-golang,2023-12-10,1,1,1,0,0
3,kotlin-ktor,2023-12-10,8,10,1,0,0
4,ocp-monitoring-golang,2023-12-10,1,0,0,1,1
5,spring-cloud-dataflow,2023-12-10,0,0,0,1,1
6,spring-cloud-ms1,2023-12-10,0,0,0,1,1
7,workshop-cdc,2023-12-10,3,46,1,0,0
8,dstrategies-back,2023-12-10,0,0,0,1,1
9,redhat-workshop-deployment-strategies,2023-12-10,2,0,0,1,1
